0.502082,1830992
0.940619,19510
1.05241,27777
1.27347,430967
1.39772,8730694
2.07654,1172969
2.11835,1086
2.19453,2125302
2.24119,8652
2.27273,21825
2.46969,301118
2.5658,78681
2.75209,29251
3.15611,1699138
3.29607,28331
3.41506,6359033
3.43486,79075
3.4595,705815
4.06443,4278
4.06997,4206
4.14449,5157719
4.6656,96732
4.79438,75969
5.09605,2618
5.25365,7200699
5.60312,1385343
5.88284,902891
5.93253,4402257
6.41641,22896
7.02928,893359
7.88744,658432
8.42319,6712127
8.56234,873748
9.22461,21582
10.0462,9844
10.6292,57373
10.8938,1860020
10.9944,22610
11.0513,125332
11.1988,5485995
11.2286,72025
11.6199,7500284
11.9357,1497708
12.0616,23226
12.3021,10477
12.6628,1934703
12.7118,4968
13.5326,78053
13.5857,1977980
13.9469,9814652
14.2262,6232
14.2659,5215
14.2857,64173
14.7548,1555808
14.7694,29995714
14.832,8364
16.5073,4116195
16.5278,6647794
16.7746,12626
16.9107,2590854
17.0325,164737
17.1975,6642
17.4047,30859
18.7346,4328413
19.1118,2361
19.4889,6812610
20.0545,16289419
20.4274,19063825
20.7284,12793
21.2135,5132
21.5008,435837
21.572,33373
21.6812,4944
21.9557,609056
22.1514,28004
22.3676,7552
22.5422,8165578
22.7064,3430533
22.8625,38988
23.1123,23389
23.4205,68908
23.5201,16511
23.7863,53227
24.1123,501121
24.229,272846
24.4992,35674
24.8685,6493882
25.1845,25726
25.3927,26049
25.9673,6249
25.9996,160040
26.2459,28877
26.6552,35928
26.7128,238
27.1938,17640
27.3509,6352170
27.7472,8076
28.0642,1742734
28.8488,3857513
28.9111,110929
29.0077,5688782
29.5749,159199
29.6235,3937368
29.8091,3468264
29.9967,16084
30.3123,9270
30.5653,3144008
30.9181,22196
31.107,9215
31.2294,7278235
31.8841,3104832
32.3508,36994
32.4881,271062
32.5701,4836
32.6014,42719
32.6945,6076
32.8471,171834
32.9316,1617778
33.1146,4491097
33.3836,20784
33.6069,2898171
33.7442,35202
34.102,19896418
34.2151,9071
34.3599,1832819
34.7676,7644
35.317,3277
35.4802,1079090
35.545,3955436
35.5721,46579
35.6704,2272859
35.7091,3561
35.8766,936611
36.0366,182234
36.2733,191506
36.3963,4661699
36.5735,277832
36.7778,193479
36.8507,4672
36.8791,13929
37.0591,2803082
37.1532,4348330
37.2687,673168
37.2789,1782573
37.5481,31631
37.6165,299536
37.6483,1822622
37.9963,50274
38.1002,23099
38.2336,10944
38.4556,46042
38.5874,1374077
38.67,118256
39.3602,2293558
39.6879,567112
39.6895,3317288
39.9533,77349
40.0935,1188672
40.5368,10575
40.5459,885774
40.6028,1003011
40.8325,380
40.9322,642944
41.4658,38270
41.7672,626439
41.8701,17252
41.9169,2868719
42.2252,18222
42.3625,4067720
42.5796,7320328
42.6523,116759
43.3941,118688
44.1604,2424161
44.4076,26866630
45.1596,4229281
45.4031,1593235
45.8121,26278
46.066,13390
46.5005,4190640
46.7995,295845
47.0482,94668
47.0922,2197
47.4227,2978272
47.6208,70725
47.8164,2430542
47.9493,62028
47.9919,24703
48.1348,1175967
48.3683,170312
48.5304,26776565
48.5469,526130
48.796,21978
49.0684,1379385
49.2385,3517593
50.0737,4972583
50.4726,91558
50.5403,8558594
50.7122,9805494
50.7678,1802239
51.166,25758
51.5586,36369
51.6995,121911
51.966,67990
52.0883,6180191
52.153,3963005
52.1849,19800
52.4696,812431
52.718,132923
52.945,1260
53.0604,6692304
53.3123,4615910
54.0535,61072
54.2366,512073
55.1599,29288
55.7455,4982938
56.1225,27298
56.9249,3970370
57.1922,6752822
57.2479,13433
57.31,15247
57.3471,8351761
57.3509,7999
57.5205,6087184
57.5496,4703
57.6867,58442
57.7817,5885038
58.0103,2314
58.1651,1533826
58.2858,2377
58.4887,694332
58.8182,4680303
59.1031,3344
59.5016,989704
59.8152,32587
60.1975,2281120
60.2549,3562
60.2842,24414
60.3242,3870
60.9275,3734
61.6375,25696
61.8796,173574
62.0568,6861967
62.2615,1293977
62.3314,468678
62.5429,7251290
62.6598,78298
62.8001,839230
63.0838,26902
63.4163,21452
63.8062,868591
63.8107,3572334
64.0621,743681
64.2669,25021
64.348,76395
64.9519,81770
65.4234,1367469
65.5388,2927
65.5455,70135
65.6403,2604386
65.8342,5217
65.8922,6670054
65.9044,24485
66.2446,6190
67.1369,13218
67.3138,1775049
67.3157,1364618
67.6885,6426
68.1127,6765
68.2007,2292283
68.2281,27721
68.2802,1608619
68.308,3358189
68.4224,63041
68.5785,34796
68.8297,5417
68.9597,679020
68.993,169913
69.0578,79742
69.1603,1682056
69.196,76523
69.3355,62149
69.3833,57790
69.3848,8414
69.5545,1802505
69.9766,5730464
70.5293,3145
70.7344,6990412
70.7661,193470
71.0446,96137
71.1875,161734
71.8845,1892437
72.0128,6499
72.4646,1472771
73.2095,2943853
73.5527,76801
73.821,163678
74.1261,1559454
74.3768,9596
74.4364,3328437
74.8004,733656
74.9032,4652985
74.9327,27032
74.9937,661144
75.798,74672
76.2106,9474
76.3062,556158
76.8721,791968
77.1438,2389906
77.5502,183555
77.8134,1744324
77.905,4400261
77.9569,41957
78.1171,580177
78.1462,4083193
78.4023,2173669
78.7816,43359
78.9188,199390
78.9382,57430
79.5215,63996
79.6962,22441
79.7735,30233
79.8104,68497
79.9926,3765979
80.0318,16915
80.0326,28875
80.4853,900216
80.5381,9265456
80.9466,3837950
81.0102,90482
81.312,2856389
81.9222,51215
81.9811,10942
82.2877,39439
82.4959,522942
82.8416,99096
82.8432,18326
83.1668,23635
83.4567,39864
83.6545,38704
83.6686,2280644
84.2469,77983
84.3385,41849
84.4968,864786
84.9191,9355
85.0714,203243
86.0112,4072690
86.0587,32637
86.1966,84014
86.5708,9196675
86.5962,3538
87.2209,2647
87.3696,21985
87.7822,4909
87.9517,63831
88.2038,137131
88.2657,780481
88.2859,67345
88.4188,7203876
89.0998,5064025
89.6705,6528907
90.3934,2627769
91.3393,315
91.3964,420142
91.4795,2433
91.8298,4160853
91.9218,802041
92.7878,502449
92.9431,27361031
93.0669,6619
93.1511,29105
93.2074,46142
93.2093,4685326
93.2126,15340
93.4917,6812764
93.8,27588
94.0172,2858646
94.0863,62157
94.6262,64134
95.1584,47333
96.0143,17538
96.092,6242481
96.3627,323928
96.5622,73500
96.8865,600524
97.151,77719
97.769,802561
98.1215,1882313
98.1747,36803
98.4528,24352
98.4597,54076
98.525,1778277
98.563,9663
98.9373,78556
99.015,100130
99.6375,23543
99.7853,67734
99.8119,7945920
100.394,26641
100.46,61174
100.628,176919
101.199,11212116
101.49,19986425
101.929,76661
102.035,1401750
102.582,173065
102.611,34750
102.846,1871968
103.046,56298
103.465,1052999
103.538,525
104.006,78322
104.435,13448
104.844,126127
104.938,18712
104.947,1272757
105.209,825287
105.978,1215400
106.333,565152
106.379,1844890
106.916,46320
107.469,3639441
107.605,17635504
107.828,5497452
107.861,10985
107.962,26708
107.971,68200
108.313,26713
108.47,153923
108.493,706012
109.041,20630881
109.118,8516
109.147,4030
109.171,1690744
110.419,1691213
110.462,2023237
110.607,61151
111.213,2367
111.26,39912
111.619,2532412
111.756,9691
111.887,38064
112.081,6808463
112.311,4507
112.423,34819
112.454,4650442
113.104,70224
113.225,2003881
113.36,109759
113.73,44994
113.953,4497
114.286,428
114.299,3100
115.252,13835
115.262,28138
115.384,93809
115.463,20627
